Wall time,Step,Value
1700027671.4448469,0,-46.170467376708984
1700027719.9981244,1,-2.0078868865966797
1700027768.7578332,2,-1.6005645990371704
1700027817.291983,3,-7.866965293884277
1700027865.8653526,4,-2.3511321544647217
1700027914.540967,5,-1.577075481414795
1700027963.1811962,6,-1.5013080835342407
1700028011.8945644,7,-1.2702808380126953
1700028060.7108433,8,-1.8737785816192627
1700028109.506985,9,-1.4463965892791748
1700028158.2088425,10,-1.3948208093643188
1700028206.8976283,11,-1.0942445993423462
1700028255.5483575,12,-1.1576441526412964
1700028304.2928245,13,-1.0866416692733765
1700028353.012216,14,-0.8718955516815186
1700028401.64516,15,-1.243019700050354
1700028450.5048146,16,-1.1154539585113525
1700028499.2361805,17,-1.1189632415771484
1700028547.7987494,18,-0.9965223670005798
1700028596.6949933,19,-1.0497039556503296
1700028645.504131,20,-0.9402428865432739
1700028694.107654,21,-0.9133400321006775
1700028742.7261686,22,-0.891414999961853
1700028791.4613128,23,-0.8987340331077576
1700028840.178574,24,-0.959636926651001
1700028888.7696948,25,-2.0349576473236084
1700028937.241867,26,-2.059277296066284
1700028985.8857608,27,-0.7489269971847534
1700029034.4689004,28,-0.6383600234985352
1700029082.906088,29,-0.5724575519561768
1700029131.5102382,30,-0.5663852691650391
1700029180.0983434,31,-0.4991207420825958
1700029228.5769372,32,-0.6751218438148499
1700029277.0927598,33,-0.5890917778015137
1700029325.7845824,34,-0.4398428797721863
1700029374.3843725,35,-0.45708775520324707
1700029422.803846,36,-0.4447731077671051
1700029471.6019928,37,-0.5166536569595337
1700029520.276032,38,-0.8827698826789856
1700029568.8252902,39,-0.3582521080970764
1700029617.3720284,40,-0.3948195278644562
1700029666.2904024,41,-0.39483126997947693
1700029714.8651767,42,-0.3780325651168823
1700029763.5410573,43,-0.41701069474220276
1700029812.2053854,44,-0.3794907331466675
1700029861.1210334,45,-0.38406291604042053
1700029909.583296,46,-0.3353825509548187
1700029958.1077876,47,-0.3683651089668274
1700030007.1173346,48,-1.227108120918274
1700030055.9989104,49,-0.3635055720806122
1700030104.4853904,50,-0.3893336057662964
1700030153.3018575,51,-0.334240198135376
1700030202.4640927,52,-0.39378729462623596
1700030251.0845232,53,-0.3663356304168701
1700030299.6186247,54,-0.32160571217536926
1700030348.2134712,55,-0.4503049850463867
1700030397.0953534,56,-0.8558349609375
1700030445.7291088,57,-0.3177853226661682
1700030494.182865,58,-0.21161887049674988
1700030542.925691,59,-0.2245810627937317
1700030591.4516604,60,-0.24449142813682556
1700030639.9773529,61,-0.26062384247779846
1700030688.5068796,62,-0.23907099664211273
1700030737.202145,63,-0.23242172598838806
1700030785.778577,64,-0.23014949262142181
1700030834.2570822,65,-0.2403157353401184
1700030883.122323,66,-0.3003041744232178
