Wall time,Step,Value
1708082923.214452,0,56.84898376464844
1708082956.4760928,1,50.200103759765625
1708082984.476005,2,44.6920280456543
1708083012.4143238,3,43.80034637451172
1708083046.933113,4,44.41690444946289
1708083080.7140772,5,43.557464599609375
1708083107.754823,6,43.10810089111328
1708083142.678988,7,38.18090057373047
1708083177.882468,8,41.64777755737305
1708083213.802137,9,48.32530212402344
1708083248.622854,10,49.3210563659668
1708083284.233686,11,42.615055084228516
1708083319.8419108,12,45.42058181762695
1708083354.786471,13,42.605857849121094
1708083389.564322,14,42.47282028198242
1708083424.734284,15,46.03395080566406
1708083459.6777725,16,41.87187194824219
1708083494.2567945,17,45.90874481201172
1708083529.4476972,18,44.864501953125
1708083564.0330317,19,48.358741760253906
1708083598.9365597,20,50.67074203491211
1708083633.798236,21,53.74370193481445
1708083668.8079195,22,53.74370193481445
1708083703.707076,23,53.74370193481445
1708083738.7935421,24,53.74370193481445
1708083772.4852636,25,53.74370193481445
1708083805.0998657,26,53.118900299072266
1708083838.2836561,27,41.34642791748047
1708083872.44584,28,44.102664947509766
1708083905.0982344,29,42.21442413330078
1708083938.27675,30,39.55537796020508
1708083971.335115,31,38.89681625366211
1708084004.804949,32,43.03786087036133
1708084038.4822774,33,46.000022888183594
1708084072.3749816,34,43.11753845214844
1708084104.7506642,35,43.74217987060547
1708084138.4097798,36,43.18178176879883
1708084171.9376075,37,40.56122589111328
1708084203.9827297,38,39.79490280151367
1708084237.575149,39,43.142581939697266
1708084270.7315881,40,41.828582763671875
1708084303.994766,41,43.01082229614258
1708084338.0107253,42,43.437782287597656
1708084370.70911,43,42.845703125
1708084403.5893874,44,31.48546028137207
1708084436.3517346,45,28.452577590942383
1708084469.0871878,46,35.747859954833984
1708084501.7807388,47,37.4940185546875
1708084534.3989499,48,36.55794143676758
1708084568.1118941,49,44.29545974731445
1708084599.7314286,50,38.71138000488281
1708084633.3051922,51,38.39842224121094
1708084664.8592167,52,31.920902252197266
1708084698.5160735,53,37.274024963378906
1708084731.4615924,54,36.51777648925781
1708084764.146501,55,34.81401824951172
1708084796.407521,56,31.0316162109375
1708084828.6544998,57,31.0316162109375
1708084859.8193557,58,31.927860260009766
1708084892.633489,59,34.78289794921875
1708084924.7823699,60,29.32561492919922
1708084958.2329493,61,28.436256408691406
1708084990.2744026,62,33.399696350097656
1708085024.1297956,63,33.288578033447266
1708085056.9710958,64,34.27681350708008
1708085088.9988656,65,38.38529586791992
1708085121.2490993,66,29.61594009399414
1708085153.7703528,67,34.75402069091797
1708085186.4944253,68,37.0640983581543
1708085219.8184075,69,29.608097076416016
1708085253.0603638,70,26.251617431640625
1708085286.1876452,71,29.966020584106445
1708085320.4481344,72,32.539939880371094
1708085353.0083025,73,29.277381896972656
1708085384.489529,74,31.873462677001953
1708085416.967209,75,34.8097038269043
1708085450.3815722,76,34.030181884765625
1708085483.7066488,77,40.75946044921875
1708085515.7810202,78,34.58961868286133
1708085549.4370236,79,30.379541397094727
1708085581.098526,80,28.731218338012695
1708085614.9498065,81,25.546100616455078
1708085647.9691932,82,23.752901077270508
1708085680.7334065,83,26.10985565185547
1708085714.2763054,84,27.996984481811523
1708085747.1304502,85,29.831378936767578
1708085780.1452827,86,38.9520263671875
1708085812.6208625,87,37.437461853027344
1708085845.898252,88,31.51978302001953
1708085880.4865558,89,33.37770080566406
1708085913.4811358,90,32.90874481201172
1708085948.4303517,91,38.96649932861328
1708085980.9857697,92,30.20298194885254
1708086014.0039835,93,40.639305114746094
1708086046.598307,94,41.810585021972656
1708086080.1324081,95,33.084102630615234
1708086112.6388617,96,34.63394546508789
1708086145.928837,97,30.25210189819336
1708086178.6714332,98,29.55209732055664
